Company,Valuation (B),Date Joined,Country,CityÂ ,First Category Industry,Second Category Industry,Third Category Industry,First Category Investor,Second Category Investor,Third Category Investor,Fourth Category Investor
Yunxuetang,$1.00,2021-03-29,China,Suzhou,Edtech,NULL,NULL,Matrix Partners China, Sequoia Capital China, Hundreds Capital,NULL
Cameo,$1.00,2021-03-30,US,Chicago,Internet software, services,NULL,Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures,NULL
Hyperchain,$1.00,2021-11-04,China,Hangzhou,Fintech,NULL,NULL,Yinhong Equity Investment Fund, E Fund, Ideal International,NULL
The Zebra,$1.00,2021-12-04,US,Austin,E-commerce, direct-to-consumer,NULL,Silverton Partners, Accel, Ballast Point Ventures,NULL
Clearcover,$1.00,2021-04-13,US,Chicago,Fintech,NULL,NULL,American Family Ventures, Cox Enterprises, OMERS Ventures,NULL
Groq,$1.00,2021-04-14,US,Mountain View,Artificial intelligence,NULL,NULL,TDK Ventures, Social Capital, D1 Capital Partners,NULL
Fiture,$1.00,2021-04-14,China,Chengdu,Health,NULL,NULL,Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital,NULL
Injective Protocol,$1.00,2021-04-20,US,New York,Fintech,NULL,NULL,Pantera Capital, Cadenza Ventures, BlockTower Capital,NULL
Sift,$1.00,2021-04-22,US,San Francisco,Artificial intelligence,NULL,NULL,Union Square Ventures, Insight Partners, Spark Capital,NULL
SaltPay,$1.00,2021-09-04,UK,London,Fintech,NULL,NULL,Tiger Global Management, Hedosophia,NULL,NULL
Capsule,$1.00,2021-04-28,US,New York,Health,NULL,NULL,Thrive Capital, Durable Capital Partners, G Squared,NULL
MOLOCO,$1.50,2021-04-29,US,Redwood City,Artificial intelligence,NULL,NULL,Smilegate Investment, DSC Investments, KTB Ventures,NULL
Mux,$1.00,2021-04-30,US,San Francisco,Internet software, services,NULL,Accel, Cobalt Capital, Andreessen Horowitz,NULL
XForcePlus,$1.00,2021-01-06,China,Shanghai,Internet software, services,NULL,Eastern Bell Capital, Danhua Capital, MSA Capital,NULL
Firefly Aerospace,$1.10,2021-04-05,US,Cedar Park,Other,NULL,NULL,XBTO Ventures, Raven One Ventures, SK Ventures,NULL
Shift Technology,$1.00,2021-06-05,France,Paris,Artificial intelligence,NULL,NULL,Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures,NULL
TensTorrent,$1.00,2021-05-05,Canada,Toronto,Artificial intelligence,NULL,NULL,Eclipse Ventures, Fidelity Investments, Moore Capital Management,NULL
Zihaiguo,$1.00,2021-06-05,China,Chongqing,Consumer, retail,NULL,Xingwang Investment Management, China Capital Investment Group, Matrix Partners China,NULL
Forte Labs,$1.73,2021-12-05,US,San Francisco,Fintech,NULL,NULL,Iris Capital, Accel, Elaia Partners,NULL
Axtria,$1.00,2021-05-13,US,Berkeley Heights,Data management, analytics,NULL,Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India,NULL
Amount,$1.00,2021-05-17,US,Chicago,Fintech,NULL,NULL,Invus Group, Hanaco Venture Capital, WestCap Group,NULL
Vise,$1.00,2021-05-18,US,New York,Fintech,NULL,NULL,Sequoia Capital, Founders Fund, Bling Capital,NULL
Printful,$1.00,2021-05-24,US,Charlotte,Other,NULL,NULL,Bregal Sagemount,NULL,NULL,NULL
Matrixport,$1.05,2021-01-06,Singapore,Fintech,Dragonfly Captial, Qiming Venture Partners, DST Global,NULL,NULL,NULL,NULL
Shippo,$1.00,2021-02-06,US,San Francisco,Supply chain, logistics, delivery,Version One Ventures, Uncork Capital, Bessemer Venture Partners,NULL
Thirty Madison,$1.00,2021-02-06,US,New York,Health,NULL,NULL,Northzone Ventures, Maveron, Johnson & Johnson Innovation,NULL
LetsGetChecked,$1.00,2021-07-06,Ireland,Dublin,Health,NULL,NULL,Optum Ventures, Qiming Venture Partners, Transformation Capital,NULL
EcoFlow,$1.00,2021-10-06,China,Shenzhen,Hardware,NULL,NULL,Delian Capital, China International Capital Corporation, Sequoia Capital China,NULL
Carro,$1.00,2021-06-14,Singapore,E-commerce & direct-to-consumer,SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures,NULL,NULL,NULL,NULL
Tractable,$1.00,2021-06-16,UK,London,Artificial intelligence,NULL,NULL,Insight Partners, Ignition Partners, Georgian Partners,NULL
Xiaoe Tech,$1.00,2021-06-15,China,Shenzhen,Internet software, services,NULL,GGV Capital, Hillhouse Capital Management, IDG Capital,NULL
Bringg,$1.00,2021-06-16,Israel,Tel Aviv,Supply chain, logistics, delivery,Salesforce Ventures, next47, Pereg Ventures,NULL
Claroty,$1.00,2021-06-17,US,New York,Cybersecurity,NULL,NULL,Bessemer Venture Partners, MoreVC, Team8,NULL
JoyTunes,$1.00,2021-06-21,Israel,Tel Aviv,Edtech,NULL,NULL,Genesis Partners, Aleph, Insight Partners,NULL
Aircall,$1.00,2021-06-23,US,New York,Internet software, services,NULL,Balderton Capital, Next World Capital, Draper Esprit,NULL
Worldcoin,$1.00,2021-06-29,US,San Francisco,Fintech,NULL,NULL,Day One Ventures, Coinbase Ventures, Andreessen Horowitz,NULL
SmartAsset,$1.00,2021-06-24,US,New York,Fintech,NULL,NULL,Javelin Venture Partners, TTV Capital, Peterson Ventures,NULL
Morning Consult,$1.00,2021-08-06,US,Washington DC,Internet software, services,NULL,Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems,NULL
Visier,$1.00,2021-06-29,Canada,Vancouver,Internet software, services,NULL,Foundation Capital," 	Summit Partners", Adams Street Partners,NULL
ShipBob,$1.00,2021-06-29,US,Chicago,Supply chain, logistics, delivery,Hyde Park Venture Partners,"	FundersClub. Bain Capital Ventures",NULL,NULL
bolttech,$1.00,2021-01-07,Singapore,Fintech,Mundi Ventures, Doqling Capital Partners, Activant Capital,NULL,NULL,NULL,NULL
MobileCoin,$1.06,2021-07-07,US,San Francisco,Fintech,NULL,NULL,General Catalyst, Future Ventures, AU21,NULL
Amperity,$1.00,2021-07-13,US,Seattle,Artificial intelligence,NULL,NULL,Madrona Venture Group, Tiger Global Management, Madera Technology Partners,NULL
Pantheon Systems,$1.00,2021-07-13,US,San Francisco,Internet software, services,NULL,Foundry Group, Scale Venture Partners, SoftBank Group,NULL
Xiaobing,$1.00,2021-12-07,China,Beijing,Fintech,NULL,NULL,NetEase Capital, Northern Light Venture Capital, Microsoft,NULL
dMed Biopharmaceutical,$1.00,2021-12-07,China,Shanghai,Health,NULL,NULL,Qiming Venture Partners, Vivo Capital, Sequoia Capital China,NULL
Carson Group,$1.00,2021-07-14,US,Lincoln,Fintech,NULL,NULL,Bain Capital,NULL,NULL,NULL
GO1,$1.00,2021-07-19,Australia,Brisbane,Internet software, services,NULL,Y Combinator, M12, SEEK,NULL
Interos,$1.00,2021-07-22,US,Arlington,Supply chain, logistics, delivery,Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock,NULL
BlackBuck,$1.00,2021-07-22,India,Bengaluru,Supply chain, logistics, delivery,Accel, Sands Capital, International Finance Corporation,NULL
NIUM,$1.00,2021-07-13,Singapore,Fintech,Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures,NULL,NULL,NULL,NULL
Human Interest,$1.00,2021-04-08,US,San Francisco,Fintech,NULL,NULL,Wing Venture Capital, Slow Ventures, Uncork Capital,NULL
Bluecore,$1.00,2021-05-08,US,New York,Artificial intelligence,NULL,NULL,FirstMark Capital, Georgian Partners, Norwest Venture Partners,NULL
Freshbooks,$1.00,2021-10-08,Canada,Toronto,Fintech,NULL,NULL,Accomplice, Oak Investment Partners, Georgian Partners,NULL
Snorkel AI,$1.00,2021-09-08,US,Palo Alto,Artificial intelligence,NULL,NULL,Greylock Partners, Google Ventures, BlackRock,NULL
Gelato,$1.00,2021-08-16,Norway,Oslo,E-commerce, direct-to-consumer,NULL,Greylock Partners, Google Ventures, BlackRock,NULL
Maven Clinic,$1.00,2021-08-17,US,New York,Health,NULL,NULL,Female Founders Fund, Oak HC/FT Partners, Sequoia Capital,NULL
Dunamu,$1.00,2021-07-22,South Korea,Seoul,Fintech,NULL,NULL,Qualcomm Ventures, Woori Investment, Hanwha Investment & Securities,NULL
Shield AI,$1.00,2021-08-24,US,San Diego,Artificial intelligence,NULL,NULL,Andreessen Horowitz, Homebrew, Point72 Ventures,NULL
PicsArt,$1.00,2021-08-26,US,San Francisco,Mobile, telecommunications,NULL,Sequoia Capital, DCM Ventures, Insight Partners,NULL
1KMXC,$1.00,2021-08-30,China,Hangzhou,Hardware,NULL,NULL,Goldman Sachs Asset Management, SDP Investment, Alibaba Group,NULL
Cider,$1.00,2021-02-09,Hong Kong,E-commerce & direct-to-consumer,Andreessen Horowitz, DST Global, IDG Capital,NULL,NULL,NULL,NULL
Berlin Brands Group,$1.00,2021-01-09,Germany,Berlin,E-commerce, direct-to-consumer,NULL,Ardian, Bain Capital,NULL,NULL
Agile Robots,$1.00,2021-09-09,Germany,Munich,Hardware,NULL,NULL,Hillhouse Capital Management, Sequoia Capital China, Linear Venture,NULL
GrubMarket,$1.20,2021-09-14,US,San Francisco,E-commerce, direct-to-consumer,NULL,GGV Capital, BlackRock, ACE & Company,NULL
Mammoth Biosciences,$1.00,2021-09-09,US,Brisbane,Health,NULL,NULL,NFX, Plum Alley, Mayfield,NULL
Orchard,$1.00,2021-09-09,US,New York,Fintech,NULL,NULL,Accomplice, Juxtapose, FirstMark Capital,NULL
Xendit,$1.00,2021-09-14,Indonesia,Jakarta,Fintech,NULL,NULL,Accel, Y Combinator, Amasia,NULL
TrueLayer,$1.00,2021-09-21,UK,London,Fintech,NULL,NULL,Anthemis, Connect Ventures, Northzone Ventures,NULL
Assembly,$1.00,2021-09-21,US,Culver City,Internet software, services,NULL,Advent International, PSG, Providence Equity Partners,NULL
PandaDoc,$1.00,2021-09-22,US,San Francisco,Internet software, services,NULL,Rembrandt Venture Partners, M12, Altos Ventures,NULL
Keenon Robotics,$1.00,2021-09-15,China,Shanghai,Supply chain, logistics, delivery,Yunqi Partners, SoftBank Group, iVision Ventures,NULL
HAYDON,$1.00,2021-09-24,China,Shanghai,Consumer, retail,NULL,Tencent Holdings, Hillhouse Capital Management,NULL,NULL
Ninja Van,$1.00,2021-09-27,Singapore,"Supply chain, logistics, & delivery",B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution,NULL,NULL,NULL,NULL
Vedantu,$1.00,2021-09-29,India,Bengaluru,Edtech,NULL,NULL,Accel, Tiger Global Management, Omidyar Network,NULL
TrialSpark,$1.00,2021-09-30,US,New York,Health,NULL,NULL,Sequoia Capital, Thrive Capital, Sound Ventures,NULL
Ajaib,$1.00,2021-04-10,Indonesia,Jakarta,Fintech,NULL,NULL,Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners,NULL
Licious,$1.00,2021-05-10,India,Bengaluru,E-commerce, direct-to-consumer,NULL,3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia,NULL
Masterworks,$1.00,2021-05-10,US,New York,Fintech,NULL,NULL,Left Lane Capital, Galaxy Interactive, Tru Arrow Partners,NULL
Chronosphere,$1.00,2021-07-10,US,New York,Data management, analytics,NULL,Greylock Partners, Lux Capital, General Atlantic,NULL
Solo.io,$1.00,2021-07-10,US,Cambridge,Internet software, services,NULL,True Ventures, Altimeter Capital, Redpoint Ventures,NULL
Savage X Fenty,$1.00,2021-10-02,US,El Segundo,E-commerce, direct-to-consumer,NULL,Speedinvest, Valar Ventures, Uniqa Ventures,NULL
Swile,$1.00,2021-11-10,France,Montpellier,Fintech,NULL,NULL,Index Ventures, IDInvest Partners, Daphni,NULL
MobiKwik,$1.00,2021-10-13,India,Gurugram,Fintech,NULL,NULL,Sequoia Capital India, The Times Group, GMO VenturePartners,NULL
Weights & Biases,$1.00,2021-10-13,US,San Francisco,Artificial intelligence,NULL,NULL,Coatue Management, Insight Partners, Trinity Ventures,NULL
Zopa,$1.00,2021-10-19,UK,London,Fintech,NULL,NULL,IAG Capital Partners, Augmentum Fintech, Northzone Ventures,NULL
Dental Monitoring,$1.00,2021-10-21,France,Paris,Health,NULL,NULL,Vitruvian Partners, Merieux Equity Partners, Straumann,NULL
CargoX,$1.00,2021-10-21,Brazil,Sao Paulo,Supply chain, logistics, delivery,Valor Capital Group, Lightrock, Softbank Group,NULL
Fabric,$1.00,2021-10-26,US,New York,Supply chain, logistics, delivery,Innovation Endeavors, Aleph, Temasek,NULL
Augury,$1.00,2021-10-26,US,New York,Artificial intelligence,NULL,NULL,Lerer Hippeau, Munich Re Ventures, Eclipse Ventures,NULL
Moka,$1.00,2021-02-11,China,Beijing,Internet software, services,NULL,GGV Capital, GSR Ventures, FreesFund,NULL
Tezign,$1.00,2021-02-11,China,Shanghai,Internet software, services,NULL,Sequoia Capital China, Linear Venture, Hearst Ventures,NULL
Vagaro,$1.00,2021-03-11,US,Dublin,Internet software, services,NULL,FTV Capital,NULL,NULL,NULL
Drata,$1.00,2021-08-11,US,San Diego,Cybersecurity,NULL,NULL,Cowboy Ventures, Leaders Fund, GGV Capital,NULL
Razor,$1.00,2021-08-11,Germany,Berlin,Consumer, retail,NULL,Global Founders Capital, 468 Capital, Redalpine Venture Partners,NULL
IGAWorks,$1.00,2021-08-11,South Korea,Seoul,Internet software, services,NULL,Korea Investment Private Equity, Atinum Investment, Korea Investment Partners,NULL
OpenWeb,$1.00,2021-09-11,US,New York,Internet software, services,NULL,Insight Partners, AltaIR Capital, Norma Investments,NULL
Contrast Security,$1.00,2021-09-11,US,Los Altos,Cybersecurity,NULL,NULL,Acero Capital, General Catalyst, M12,NULL
Wrapbook,$1.00,2021-10-11,US,New York,Fintech,NULL,NULL,Equal Ventures, Uncork Capital, Andreessen Horowitz,NULL
Gaussian Robotics,$1.10,2021-10-11,China,Shanghai,Hardware,NULL,NULL,BlueRun Ventures, Grand Flight Investment, Meituan Dianping,NULL
Mensa Brands,$1.00,2021-11-16,India,Bengaluru,Other,NULL,NULL,Accel, Falcon Edge Capital, Norwest Venture Partners,NULL
Heyday,$1.00,2021-11-16,US,Chicago,E-commerce, direct-to-consumer,NULL,Khosla Ventures,General Catalyst, Victory Park Capital,NULL
PLACE,$1.00,2021-11-17,US,Bellingham,Internet software, services,NULL,Goldman Sachs Asset Management, 3L,NULL,NULL
Stytch,$1.00,2021-11-18,US,San Francisco,Cybersecurity,NULL,NULL,Index Ventures, Benchmark, Thrive Capital,NULL
Owkin,$1.00,2021-11-18,US,New York,Artificial Intelligence,NULL,NULL,Google Ventures, Cathay Innovation, NJF Capital,NULL
Expel,$1.00,2021-11-18,US,Herndon,Cybersecurity,NULL,NULL,Paladin Capital Group, Greycroft, Scale Venture Partners,NULL
NoBroker,$1.00,2021-11-23,India,Bengaluru,Internet software, services,NULL,General Atlantic, Elevation Capital, BEENEXT,NULL
Lessen,$1.00,2021-11-30,US,Scottsdale,Internet software, services,NULL,Khosla Ventures, General Catalyst, Navitas Capital,NULL
Clara,$1.00,2021-06-12,Mexico,Mexico City,Fintech,NULL,NULL,DST Global, General Catalyst, Monashees+,NULL
YipitData,$1.00,2021-06-12,US,New York,Internet software, services,NULL,RRE Ventures+, Highland Capital Partners, The Carlyle Group,NULL
Anyscale,$1.00,2021-07-12,US,Berkeley,Artificial Intelligence,NULL,NULL,Andreessen Horowitz, Intel Capital, Foundation Capital,NULL
Iodine Software,$1.00,2021-01-12,US,Austin,Data management, analytics,NULL,Advent International, Bain Capital Ventures, Silversmith Capital Partners,NULL
ReliaQuest,$1.00,2021-01-12,US,Tampa,Cybersecurity,NULL,NULL,KKR, FTV Capital, Ten Eleven Ventures,NULL
Pet Circle,$1.00,2021-06-12,Australia,Alexandria,E-commerce, direct-to-consumer,NULL,Prysm Capital, Baillie Gifford & Co., TDM Growth Partners,NULL
Nature's Fynd,$1.00,2021-07-19,US,Chicago,Consumer, retail,NULL,Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures,NULL
Lydia,$1.00,2021-08-12,France,Paris,Fintech,NULL,NULL,NewAlpha, XAnge Private Equity, Tencent Holdings,NULL
SellerX,$1.00,2021-09-12,Germany,Berlin,E-commerce, direct-to-consumer,NULL,Cherry Ventures, Felix Capital, 83North,NULL
SnapLogic,$1.00,2021-12-13,US,San Mateo,Internet software, services,NULL,Andreessen Horowitz, Triangle Peak Partners, Ignition Partners,NULL
Cadence,$1.00,2021-12-14,US,New York,Health,NULL,NULL,Thrive Capital, General Catalyst, Coatue Management,NULL
Noname Security,$1.00,2021-12-15,US,Palo Alto,Cybersecurity,NULL,NULL,Insight Partners, Lightspeed Venture Partners, CyberStarts,NULL
Rothy's,$1.00,2021-12-21,US,San Francisco,Consumer, retail,NULL,Alpargatas, GS Growth, Lightspeed Venture Partners,NULL
VOI,$1.00,2021-12-21,Sweden,Stockholm,Travel,NULL,NULL,Vostok New Ventures, The Raine Group, Balderton Capital,NULL
Haomao.AI,$1.00,2021-12-22,China,Beijing,Artificial Intelligence,NULL,NULL,Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management,NULL
Kopi Kenangan,$1.00,2021-12-27,Indonesia,Jakarta,Consumer, retail,NULL,Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures,NULL
InFarm,$1.00,2021-12-16,Germany,Berlin,Other,NULL,NULL,Atomico, Hanaco Venture Capital, TriplePoint Capital,NULL
ONE,$1.00,2021-08-12,Singapore,Internet software & services,Temasek, Guggenheim Investments, Qatar Investment Authority,NULL,NULL,NULL,NULL
Fractal Analytics,$1.00,2022-05-01,India,Mumbai,Data management, analytics,NULL,TPG Capital, Apax Partners, TA Associates,NULL
Assent,$1.00,2022-06-01,Canada,Ottawa,Supply chain, logistics, delivery,Vista Equity Partners, Warburg Pincus, First Ascent Ventures,NULL
Placer.ai,$1.00,2022-12-01,US,Los Altos,Artificial intelligence,NULL,NULL,Fifth Wall Ventures, JBV Capital, Array Ventures,NULL
Pentera,$1.00,2022-11-01,Israel,Petah Tikva,Cybersecurity,NULL,NULL,AWZ Ventures, Blackstone, Insight Partners,NULL
Darwinbox,$1.00,2022-01-25,India,Hyderabad,Internet software, services,NULL,Lightspeed India Partners, Sequoia Capital India, Endiya Partners,NULL
Minio,$1.00,2022-01-26,US,Palo Alto,Data management, analytics,NULL,General Catalyst, Nexus Venture Partners, Dell Technologies Capital,NULL
Fever Labs,$1.00,2022-01-26,US,New York,Internet software, services,NULL,Accel, 14W, GS Growth,NULL
Esusu,$1.00,2022-01-27,US,New York,Fintech,NULL,NULL,Next Play Ventures, Zeal Capital Partners, SoftBank Group,NULL
Betterfly,$1.00,2022-01-02,Chile,Santiago,Artificial intelligence,NULL,NULL,QED Investors, DST Global, Endeavor,NULL
Dune Analytics,$1.00,2022-02-02,Norway,Oslo,Data management, analytics,NULL,Multicoin Capital, Coatue Management, Dragonfly Capital Partners,NULL
Scandit,$1.00,2022-09-02,Switzerland,Zurich,Supply chain, logistics, delivery,Atomico, NGP Capital, Google Ventures,NULL
Payhawk,$1.00,2022-02-14,UK,London,Fintech,NULL,NULL,Earlybird Venture Capital, Eleven Ventures, QED Investors,NULL
Watershed,$1.00,2022-08-02,US,San Francisco,Internet software, services,NULL,Kleiner Perkins Caufield & Byers, Sequoia Capital,NULL,NULL
Axelar,$1.00,2022-02-15,Canada,Waterloo,Internet software, services,NULL,Lemniscap VC, North Island Ventures, Polychain Capital,NULL
CHEQ,$1.00,2022-02-22,US,New York,Cybersecurity,NULL,NULL,Battery Ventures, Tiger Global Management, Hanaco Ventures,NULL
Hasura,$1.00,2022-02-22,India,Bengaluru,Internet software, services,NULL,Nexus Venture Partners, Vertex Ventures, STRIVE,NULL
Timescale,$1.00,2022-02-22,US,New York,Internet software, services,NULL,New Enterprise Associates, Benchmark, Two Sigma Ventures,NULL
Scalapay,$1.00,2022-02-23,Italy,Milan,Fintech,NULL,NULL,Fasanara Capital, Tiger Global Management, Baleen Capital,NULL
Omada Health,$1.00,2022-02-23,US,San Francisco,Health,NULL,NULL,U.S. Venture Partners, dRx Capital, Andreessen Horowitz,NULL
BlueVoyant,$1.00,2022-02-23,US,New York,Cybersecurity,NULL,NULL,8VC, Liberty Strategic Capital, Eden Global Partners,NULL
Veev,$1.00,2022-02-24,US,San Mateo,Internet software, services,NULL,Zeev Ventures, Bond, Fifth Wall Ventures,NULL
Vendr,$1.00,2022-02-24,US,Boston,Fintech,NULL,NULL,Craft Ventures, F-Prime Capital, Sound Ventures,NULL
Gauntlet Networks,$1.00,2022-07-03,US,New York,Fintech,NULL,NULL,Polychain Capital, Paradigm, Ribbit Capital,NULL
Aptos,$1.00,2022-03-15,US,Palo Alto,Internet software, services,NULL,Andreessen Horowitz, Coinbase Ventures, Tiger Global Management,NULL
Amagi,$1.00,2022-03-16,India,Bengaluru,Internet software, services,NULL,Mayfield, Accel, Norwest Venture Partners,NULL
Glia,$1.00,2022-03-21,US,New York,Fintech,NULL,NULL,Wildcat Capital Management, Insight Partners, Tola Capital,NULL
CommerceIQ,$1.00,2022-03-21,US,Palo Alto,Artificial Intelligence,NULL,NULL,Trinity Ventures, Madrona Venture Group, Shasta Ventures,NULL
RapidAPI,$1.00,2022-03-23,US,San Francisco,Internet software, services,NULL,Green Bay Ventures, M12, Andreessen Horowitz,NULL
Tarana Wireless,$1.00,2022-03-23,US,Milpitas,Mobile, telecommunications,NULL,Prime Movers Lab, Khosla Ventures, I Squared Capital,NULL
FLASH,$1.00,2022-03-16,US,Austin,Fintech,NULL,NULL,L Catterton, Trellis Partners, Vista Equity Partners,NULL
Electric,$1.00,2022-03-29,US,New York,Cybersecurity,NULL,NULL,Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners,NULL
LayerZero Labs,$1.00,2022-03-30,US,New York,Internet software, services,NULL,Andreessen Horowitz, FTX Ventures, Tiger Global Management,NULL
BostonGene,$1.00,2022-06-04,US,Waltham,Health,NULL,NULL,Japan Industrial Partners, Impact Investment Capital, NEC,NULL
Grover,$1.00,2022-07-04,Germany,Berlin,E-commerce, direct-to-consumer,NULL,Varengold Bank, Circularity Capital, Coparion,NULL
Genies,$1.00,2022-12-04,US,Venice,Internet software, services,NULL,New Enterprise Associates, Tull Investment Group, Silver Lake,NULL
Oyster,$1.00,2022-04-20,US,Wilmington,Fintech,NULL,NULL,Emergence Capital, Slack Fund, PayPal Ventures,NULL
NexHealth,$1.00,2022-04-21,US,San Francisco,Health,NULL,NULL,iSeed Ventures, Point Nine Capital, Buckley Ventures,NULL
Instabox,$1.00,2022-04-21,Sweden,Stockholm,Supply chain, logistics, delivery,Creades, EQT Ventures, Verdane Capital,NULL
UPSIDE Foods,$1.00,2022-04-21,US,Berkeley,Other,NULL,NULL,Battery Ventures, Adams Street Partners, Coatue Management,NULL
Divergent 3D,$1.00,2022-04-25,US,Torrance,Auto, transportation,NULL,Hedosophia, Horizons Ventures, Alumni Ventures Group,NULL
Taxfix,$1.00,2022-04-28,Germany,Berlin,Fintech,NULL,NULL,Valar Ventures, Index Ventures, Creandum,NULL
Open,$1.00,2022-02-05,India,Bengaluru,Fintech,NULL,NULL,3one4 Capital Partners, Tiger Global Management, Temasek,NULL
Polarium,$1.00,2022-03-05,Sweden,Kista,Other,NULL,NULL,AMF Pensionsforsakring,NULL,NULL,NULL
Opn,$1.00,2022-09-05,Japan,Tokyo,Fintech,NULL,NULL,Sinar Mas Digital Ventures, JIC Venture Growth Investments, Golden Gate Ventures,NULL
Remarkable,$1.00,2022-10-05,Norway,Oslo,Internet software, services,NULL,Spark Capital,NULL,NULL,NULL
Habi,$1.00,2022-11-05,Colombia,Bogota,Fintech,NULL,NULL,Homebrew, Inspired Capital, Tiger Global Management,NULL
Glean,$1.00,2022-05-18,US,Palo Alto,Internet software, services,NULL,General Catalyst, Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners,NULL
CareBridge,$1.00,2022-08-06,US,Nashville,Health,NULL,NULL,Bain Capital Ventures, Splunk Ventures, Cisco Investments,NULL
Immuta,$1.00,2022-08-06,US,Boston,Data management, analytics,NULL,DFJ Growth Fund, Dell Technologies Capital, Ten Eleven Ventures,NULL
JupiterOne,$1.00,2022-02-06,US,Morrisville,Cybersecurity,NULL,NULL,Bain Capital Ventures, Splunk Ventures, Cisco Investments,NULL
Vayyar,$1.00,2022-06-06,Israel,Yehud,Hardware,NULL,NULL,Battery Ventures, Bessemer Venture Partners, MoreVC,NULL
LeadSquared,$1.00,2022-06-21,India,Bengaluru,Internet software, services,NULL,Gaja Capital Partners, Stakeboat Capital, WestBridge Capital,NULL
FourKites,$1.00,2022-06-21,US,Chicago,Supply chain, logistics, delivery,Hyde Park Venture Partners, Bain Capital Ventures, Hyde Park Angels,NULL
VulcanForms,$1.00,2022-05-07,US,Burlington,Supply chain, logistics, delivery,Eclipse Ventures, D1 Capital Partners, Industry Ventures,NULL
SingleStore,$1.00,2022-12-07,US,San Francisco,Data management, analytics,NULL,Google Ventures, Accel, Data Collective,NULL
Unstoppable Domains,$1.00,2022-07-27,US,Las Vegas,Internet software, services,NULL,Boost VC, Draper Associates, Gaingels,NULL
